行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
124,CN-2016-3269021,2016-10-08,2016-10-08,当日,冯丽-17350,冯丽丽,消费者,镇江,江苏,中国,华东,办公用-信封-10000562,办公用品,信封,"Kraft 搭扣信封, 银色",212.79999999999998,4,0.0,97.44
125,CN-2016-3269021,2016-10-08,2016-10-08,当日,冯丽-17350,冯丽丽,消费者,镇江,江苏,中国,华东,办公用-用品-10004613,办公用品,用品,"Elite 美工刀, 工业",204.45599999999996,2,0.4,-47.82399999999997
126,CN-2016-2594036,2016-02-15,2016-02-21,标准级,雷木-18415,雷木兰,消费者,杭州,浙江,中国,华东,家具-椅子-10001116,家具,椅子,"Hon 摇椅, 红色",731.4719999999999,2,0.4,60.872000000000014
127,US-2015-3737485,2015-12-24,2015-12-26,二级,马惠-14335,马惠英,公司,杭州,浙江,中国,华东,技术-配件-10004773,技术,配件,"贝尔金 闪存驱动器, 回收",556.5,5,0.4,-343.7
128,CN-2017-3815654,2017-02-27,2017-03-04,标准级,丁妮-18610,丁妮,公司,禹州,河南,中国,中南,技术-复印-10003823,技术,复印机,"惠普 墨水, 彩色",3036.6000000000004,5,0.0,1335.6
129,US-2018-2352370,2018-09-11,2018-09-17,标准级,沈聪-11710,沈聪,消费者,沈阳,辽宁,中国,东北,技术-配件-10002905,技术,配件,"Enermax 键盘, 实惠",1402.128,6,0.4,-163.6320000000003
130,US-2018-2352370,2018-09-11,2018-09-17,标准级,沈聪-11710,沈聪,消费者,沈阳,辽宁,中国,东北,办公用-装订-10002241,办公用品,装订机,"Cardinal 订书机, 透明",1516.2840000000003,11,0.4,-682.8360000000004
131,CN-2016-2554132,2016-07-17,2016-07-17,当日,吕凤-12910,吕凤,小型企业,珠海,广东,中国,中南,办公用-标签-10002989,办公用品,标签,"Hon 运输标签, 白色",477.54,9,0.0,56.699999999999996
132,CN-2017-4214287,2017-11-12,2017-11-17,标准级,倪幂-18085,倪幂,消费者,重庆,重庆,中国,西南,办公用-标签-10002776,办公用品,标签,"Novimex 圆形标签, 可调",77.83999999999999,4,0.0,34.72
133,CN-2017-4214287,2017-11-12,2017-11-17,标准级,倪幂-18085,倪幂,消费者,重庆,重庆,中国,西南,办公用-装订-10004829,办公用品,装订机,"Avery 孔加固材料, 透明",72.24000000000001,4,0.0,16.8
134,US-2018-4736051,2018-01-17,2018-01-22,二级,杨健-14605,杨健,消费者,肃州,甘肃,中国,西北,办公用-装订-10002836,办公用品,装订机,"Avery 订书机, 回收",551.0400000000001,4,0.4,-285.0400000000001
135,CN-2016-2084652,2016-10-05,2016-10-11,标准级,薛婷-21070,薛婷,消费者,常州,江苏,中国,华东,家具-椅子-10001258,家具,椅子,"Harbour Creations 扶手椅, 可调",6665.399999999999,5,0.4,555.1000000000004
136,CN-2016-2084652,2016-10-05,2016-10-11,标准级,薛婷-21070,薛婷,消费者,常州,江苏,中国,华东,家具-用具-10000958,家具,用具,"Advantus 门挡, 耐用",353.304,3,0.4,-164.976
137,CN-2016-2084652,2016-10-05,2016-10-11,标准级,薛婷-21070,薛婷,消费者,常州,江苏,中国,华东,办公用-标签-10004025,办公用品,标签,"Harbour Creations 合法证物标签, 红色",100.52,2,0.0,31.919999999999998
138,US-2016-1904299,2016-02-16,2016-02-22,标准级,牛晒-19810,牛晒明,小型企业,张家港,江苏,中国,华东,办公用-系固-10004120,办公用品,系固件,"OIC 橡皮筋, 金属",96.264,2,0.4,-35.336
139,CN-2018-3211633,2018-04-09,2018-04-10,一级,彭绅-19975,彭绅,公司,长沙,湖南,中国,中南,家具-书架-10001491,家具,书架,"Bush 古典书架, 金属",3846.64,2,0.0,153.72
140,CN-2018-3211633,2018-04-09,2018-04-10,一级,彭绅-19975,彭绅,公司,长沙,湖南,中国,中南,办公用-器具-10000188,办公用品,器具,"KitchenAid 冰箱, 银色",7401.66,3,0.0,2664.48
141,US-2015-5294254,2015-10-28,2015-10-28,当日,罗嫒-10060,罗嫒,小型企业,杭州,浙江,中国,华东,家具-用具-10004218,家具,用具,"Tenex 相框, 一包多件",435.96,3,0.4,-72.66000000000003
142,CN-2017-3988119,2017-04-16,2017-04-20,二级,袁保-10405,袁保,公司,昭通,云南,中国,西南,办公用-信封-10004848,办公用品,信封,"Cameo 搭扣信封, 回收",310.23999999999995,8,0.0,2.24
143,CN-2018-3232413,2018-12-04,2018-12-04,当日,杨健-14605,杨健,消费者,密山,黑龙江,中国,东北,家具-椅子-10002448,家具,椅子,"SAFCO 折叠椅, 红色",799.96,2,0.0,143.92
144,CN-2018-3232413,2018-12-04,2018-12-04,当日,杨健-14605,杨健,消费者,密山,黑龙江,中国,东北,办公用-收纳-10003461,办公用品,收纳具,"Tenex 文件夹, 工业",331.8,3,0.0,0.0
145,CN-2018-3232413,2018-12-04,2018-12-04,当日,杨健-14605,杨健,消费者,密山,黑龙江,中国,东北,办公用-纸张-10001282,办公用品,纸张,"Enermax 笔记本, 每包 12 个",456.96000000000004,3,0.0,118.44
146,CN-2018-4680780,2018-07-24,2018-07-31,标准级,陈安-10090,陈安,消费者,临朐,山东,中国,华东,办公用-标签-10001201,办公用品,标签,"Avery 合法证物标签, 红色",156.24,3,0.0,16.8
147,CN-2017-1190387,2017-11-04,2017-11-07,一级,苏晒-19825,苏晒明,消费者,肇源,黑龙江,中国,东北,技术-复印-10002416,技术,复印机,"惠普 墨水, 红色",592.1999999999999,1,0.0,159.88
148,CN-2017-3230180,2017-10-22,2017-10-28,标准级,贺平-19105,贺平,消费者,海口,海南,中国,西南,办公用-用品-10002649,办公用品,用品,"Kleencut 修剪器, 钢",381.08,2,0.0,95.2
149,CN-2017-3230180,2017-10-22,2017-10-28,标准级,贺平-19105,贺平,消费者,海口,海南,中国,西南,家具-用具-10001150,家具,用具,"Tenex 闹钟, 耐用",1103.1999999999998,5,0.0,242.2
150,CN-2017-3230180,2017-10-22,2017-10-28,标准级,贺平-19105,贺平,消费者,海口,海南,中国,西南,办公用-信封-10000118,办公用品,信封,"GlobeWeis 马尼拉纸信封, 银色",139.01999999999998,1,0.0,13.86
151,CN-2016-5873075,2016-10-15,2016-10-20,二级,施丽-17380,施丽丽,公司,肇源,黑龙江,中国,东北,办公用-器具-10004829,办公用品,器具,"Breville 微波炉, 银色",15526.28,11,0.0,1085.7
152,CN-2017-4544243,2017-09-18,2017-09-20,一级,贺斯-20935,贺斯云,消费者,襄城,河南,中国,中南,办公用-信封-10000118,办公用品,信封,"GlobeWeis 马尼拉纸信封, 银色",278.03999999999996,2,0.0,27.72
153,CN-2017-4544243,2017-09-18,2017-09-20,一级,贺斯-20935,贺斯云,消费者,襄城,河南,中国,中南,家具-椅子-10003780,家具,椅子,"Harbour Creations 扶手椅, 红色",1989.1619999999998,1,0.1,751.4219999999999
154,CN-2016-5173564,2016-12-05,2016-12-10,标准级,秦淑-20440,秦淑芳,公司,鹤岗,黑龙江,中国,东北,办公用-美术-10002705,办公用品,美术,"Sanford 荧光笔, 蓝色",235.19999999999996,4,0.2,49.84000000000001
155,CN-2018-4862116,2018-05-06,2018-05-11,二级,顾丹-11965,顾丹,公司,天津,天津,中国,华北,办公用-用品-10004419,办公用品,用品,"Acme 剪刀, 工业",378.84000000000003,3,0.0,75.6
156,US-2017-2560726,2017-05-02,2017-05-07,标准级,康丽-15865,康丽,消费者,温州,浙江,中国,华东,技术-电话-10004336,技术,电话,"三星 办公室电话机, 全尺寸",1117.368,6,0.4,-37.63200000000006
157,CN-2018-4950934,2018-10-29,2018-11-03,标准级,秦宁-18670,秦宁,消费者,四平,吉林,中国,东北,家具-用具-10002002,家具,用具,"Deflect-O 门挡, 优质",595.98,3,0.0,154.56
158,CN-2018-4950934,2018-10-29,2018-11-03,标准级,秦宁-18670,秦宁,消费者,四平,吉林,中国,东北,办公用-系固-10002230,办公用品,系固件,"Stockwell 橡皮筋, 混合尺寸",130.48000000000002,2,0.0,54.6
159,CN-2018-2866628,2018-05-14,2018-05-20,标准级,贺宁-18700,贺宁,消费者,安顺,贵州,中国,西南,技术-电话-10001136,技术,电话,"思科 耳机, 混合尺寸",2130.0999999999995,5,0.0,298.2
160,CN-2018-2866628,2018-05-14,2018-05-20,标准级,贺宁-18700,贺宁,消费者,安顺,贵州,中国,西南,办公用-收纳-10003736,办公用品,收纳具,"Rogers 文件夹, 单宽度",716.8,5,0.0,207.2
161,CN-2018-2866628,2018-05-14,2018-05-20,标准级,贺宁-18700,贺宁,消费者,安顺,贵州,中国,西南,技术-配件-10000196,技术,配件,"罗技 闪存驱动器, 可编程",298.75999999999993,2,0.0,59.64
162,CN-2016-2810282,2016-05-20,2016-05-24,标准级,巩安-10180,巩安,小型企业,高密,山东,中国,华东,技术-复印-10004433,技术,复印机,"Brother 墨水, 红色",1358.0,2,0.0,285.03999999999996
163,CN-2018-3381572,2018-05-11,2018-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-系固-10001285,办公用品,系固件,"Stockwell 订书钉, 整包",30.239999999999995,1,0.4,3.9200000000000017
164,CN-2018-3381572,2018-05-11,2018-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-纸张-10000746,办公用品,纸张,"Eaton 信纸, 优质",1054.2,5,0.0,442.40000000000003
165,CN-2018-3381572,2018-05-11,2018-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-器具-10000224,办公用品,器具,"Breville 咖啡研磨机, 银色",350.616,2,0.4,-181.38400000000001
166,CN-2018-3381572,2018-05-11,2018-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-收纳-10000871,办公用品,收纳具,"Eldon 盒, 工业",250.6,5,0.0,47.60000000000001
167,CN-2018-3381572,2018-05-11,2018-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-器具-10002081,办公用品,器具,"Hamilton Beach 炉灶, 白色",7566.719999999999,5,0.4,-2270.379999999999
168,CN-2018-3381572,2018-05-11,2018-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,技术-设备-10003561,技术,设备,"松下 收据打印机, 白色",1002.2040000000002,3,0.4,-651.7560000000002
169,CN-2018-3381572,2018-05-11,2018-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,技术-电话-10000045,技术,电话,"苹果 信号增强器, 混合尺寸",781.2000000000002,2,0.4,-39.2000000000001
170,CN-2018-3381572,2018-05-11,2018-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,家具-用具-10003781,家具,用具,"Eldon 分层置放架, 耐用",319.53599999999994,4,0.4,-53.42400000000001
171,CN-2018-3381572,2018-05-11,2018-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,家具-椅子-10002020,家具,椅子,"Novimex 沙滩椅, 红色",386.0640000000001,3,0.4,-0.33600000000001273
172,CN-2018-3381572,2018-05-11,2018-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-装订-10002552,办公用品,装订机,"Wilson Jones 装订机, 回收",74.928,2,0.4,-5.151999999999994
173,CN-2017-2491194,2017-10-30,2017-11-04,标准级,徐蔓-17965,徐蔓楚,公司,洮南,吉林,中国,东北,办公用-美术-10002471,办公用品,美术,"Boston 记号笔, 蓝色",295.34400000000005,3,0.2,55.103999999999985
174,CN-2016-5591357,2016-03-22,2016-03-25,二级,巩虢-13495,巩虢,公司,西安,陕西,中国,西北,技术-复印-10004166,技术,复印机,"惠普 传真复印机, 红色",2395.2599999999998,3,0.0,694.26
175,CN-2018-5816959,2018-02-11,2018-02-16,标准级,陈丽-17605,陈丽雪,公司,德阳,四川,中国,西南,办公用-标签-10002697,办公用品,标签,"Smead 运输标签, 红色",53.339999999999996,1,0.0,23.38
176,CN-2018-5816959,2018-02-11,2018-02-16,标准级,陈丽-17605,陈丽雪,公司,德阳,四川,中国,西南,办公用-信封-10000396,办公用品,信封,"Ames 商业信封, 每套 50 个",204.96000000000004,3,0.0,24.36
177,CN-2018-5816959,2018-02-11,2018-02-16,标准级,陈丽-17605,陈丽雪,公司,德阳,四川,中国,西南,办公用-装订-10002580,办公用品,装订机,"Wilson Jones 订书机, 透明",1084.608,8,0.4,-289.6320000000001
178,CN-2017-1122727,2017-02-27,2017-03-03,标准级,佘凤-12970,佘凤,公司,运城,山西,中国,华北,家具-桌子-10003757,家具,桌子,"Chromcraft 木桌, 组装",8469.825,5,0.25,1806.5249999999996
179,CN-2018-3122639,2018-05-08,2018-05-11,一级,曾惠-14485,曾惠,公司,浯溪,湖南,中国,中南,技术-配件-10000680,技术,配件,"贝尔金 记忆卡, 耐用",1610.28,3,0.0,418.32
180,CN-2018-3122639,2018-05-08,2018-05-11,一级,曾惠-14485,曾惠,公司,浯溪,湖南,中国,中南,家具-桌子-10001653,家具,桌子,"Barricks 圆桌, 长方形",6987.12,4,0.25,-2236.08
181,CN-2017-2866628,2017-08-18,2017-08-22,标准级,谢聪-11665,谢聪,消费者,杭州,浙江,中国,华东,办公用-收纳-10000871,办公用品,收纳具,"Eldon 盒, 工业",250.6,5,0.0,47.60000000000001
182,CN-2017-2062805,2017-05-22,2017-05-26,标准级,田妮-18595,田妮,小型企业,南昌,江西,中国,华东,技术-设备-10000066,技术,设备,"松下 喷墨打印机, 耐用",2913.96,2,0.0,116.48
183,US-2018-5448418,2018-09-11,2018-09-16,标准级,严诚-11395,严诚,公司,鞍山,辽宁,中国,东北,办公用-器具-10004796,办公用品,器具,"Cuisinart 咖啡研磨机, 白色",514.5,5,0.4,-51.80000000000007
184,US-2018-5448418,2018-09-11,2018-09-16,标准级,严诚-11395,严诚,公司,鞍山,辽宁,中国,东北,技术-电话-10003828,技术,电话,"摩托罗拉 充电器, 混合尺寸",5422.536,3,0.4,-2530.5840000000003
185,CN-2018-3022026,2018-06-19,2018-06-23,标准级,姚柏-19015,姚柏,消费者,深圳,广东,中国,中南,办公用-系固-10004057,办公用品,系固件,"OIC 夹子, 每包 12 个",268.8,3,0.0,104.58
186,CN-2015-1928578,2015-09-13,2015-09-14,一级,许绅-19960,许绅,消费者,兰州,甘肃,中国,西北,办公用-信封-10001500,办公用品,信封,"Ames 外皮和封条, 银色",196.84,2,0.0,13.719999999999999
187,CN-2015-1928578,2015-09-13,2015-09-14,一级,许绅-19960,许绅,消费者,兰州,甘肃,中国,西北,办公用-系固-10003277,办公用品,系固件,"Stockwell 图钉, 每包 12 个",351.96,10,0.4,17.360000000000014
188,CN-2015-1928578,2015-09-13,2015-09-14,一级,许绅-19960,许绅,消费者,兰州,甘肃,中国,西北,办公用-装订-10003117,办公用品,装订机,"Wilson Jones 标签, 耐用",66.78,3,0.4,-33.6
189,CN-2015-2648094,2015-11-07,2015-11-12,标准级,彭雯-21790,彭雯,消费者,廉洲,广东,中国,中南,技术-复印-10003759,技术,复印机,"Hewlett 复印机, 红色",7332.36,6,0.0,2639.2799999999997
190,CN-2015-2648094,2015-11-07,2015-11-12,标准级,彭雯-21790,彭雯,消费者,廉洲,广东,中国,中南,技术-电话-10002235,技术,电话,"诺基亚 音频基座, 混合尺寸",3165.6800000000003,4,0.0,1360.8
191,CN-2016-5172330,2016-05-12,2016-05-18,标准级,徐关-15655,徐关茵,公司,石家庄,河北,中国,华北,办公用-纸张-10002493,办公用品,纸张,"Enermax 备忘录便条, 优质",146.16000000000003,2,0.0,29.12
192,US-2015-1900777,2015-12-26,2015-12-31,标准级,苏冬-12430,苏冬露,小型企业,包头,内蒙古,中国,华北,办公用-系固-10002980,办公用品,系固件,"Accos 夹子, 整包",162.792,3,0.4,-84.16800000000002
193,US-2015-1900777,2015-12-26,2015-12-31,标准级,苏冬-12430,苏冬露,小型企业,包头,内蒙古,中国,华北,办公用-装订-10004829,办公用品,装订机,"Avery 孔加固材料, 透明",32.508,3,0.4,-9.072000000000003
194,US-2015-1900777,2015-12-26,2015-12-31,标准级,苏冬-12430,苏冬露,小型企业,包头,内蒙古,中国,华北,办公用-收纳-10003736,办公用品,收纳具,"Rogers 文件夹, 单宽度",286.71999999999997,2,0.0,82.88
195,US-2015-1900777,2015-12-26,2015-12-31,标准级,苏冬-12430,苏冬露,小型企业,包头,内蒙古,中国,华北,办公用-收纳-10000501,办公用品,收纳具,"Tenex 盘, 工业",1276.1,5,0.0,561.4
196,US-2015-1900777,2015-12-26,2015-12-31,标准级,苏冬-12430,苏冬露,小型企业,包头,内蒙古,中国,华北,办公用-信封-10002358,办公用品,信封,"GlobeWeis 局间信封, 红色",1198.4,5,0.0,527.1
197,US-2015-1900777,2015-12-26,2015-12-31,标准级,苏冬-12430,苏冬露,小型企业,包头,内蒙古,中国,华北,技术-设备-10004218,技术,设备,"松下 收据打印机, 多色",338.5199999999999,1,0.4,39.48000000000005
198,CN-2016-2831197,2016-03-07,2016-03-12,标准级,黄丽-15820,黄丽,消费者,哈尔滨,黑龙江,中国,东北,办公用-美术-10001717,办公用品,美术,"Boston 钢笔, 混合尺寸",64.96000000000002,1,0.2,8.819999999999997
199,CN-2016-2831197,2016-03-07,2016-03-12,标准级,黄丽-15820,黄丽,消费者,哈尔滨,黑龙江,中国,东北,办公用-用品-10004143,办公用品,用品,"Kleencut 美工刀, 锯齿状",438.9,3,0.0,149.1
200,US-2018-3405401,2018-05-13,2018-05-18,标准级,万刚-13195,万刚,公司,武汉,湖北,中国,中南,技术-配件-10001327,技术,配件,"Enermax 记忆卡, 实惠",1281.168,4,0.4,-256.592
201,US-2017-3065733,2017-06-19,2017-06-24,标准级,毛升-20155,毛升,小型企业,苏州,江苏,中国,华东,家具-桌子-10004333,家具,桌子,"Barricks 电脑桌, 长方形",2662.2960000000003,3,0.6,-732.1439999999993
202,US-2015-3069391,2015-02-01,2015-02-05,标准级,贺丹-11950,贺丹,消费者,成都,四川,中国,西南,家具-椅子-10000519,家具,椅子,"SAFCO 扶手椅, 黑色",2570.399999999999,2,0.4,-556.9199999999996
203,US-2015-3069391,2015-02-01,2015-02-05,标准级,贺丹-11950,贺丹,消费者,成都,四川,中国,西南,技术-配件-10001141,技术,配件,"贝尔金 键盘, 实惠",939.4559999999999,4,0.4,156.5759999999999
204,CN-2016-3065733,2016-01-03,2016-01-08,二级,黄丽-15820,黄丽,消费者,廊坊,河北,中国,华北,办公用-标签-10002581,办公用品,标签,"Avery 可去除的标签, 可调",161.28,4,0.0,72.24000000000001
205,CN-2018-1628412,2018-04-29,2018-05-01,二级,常盛-20305,常盛,消费者,上海,上海,中国,华东,办公用-装订-10000416,办公用品,装订机,"Acco 订书机, 耐用",490.84000000000003,2,0.0,132.44
206,CN-2018-2828219,2018-05-22,2018-05-26,标准级,周诚-11275,周诚,公司,集宁,内蒙古,中国,华北,办公用-纸张-10002428,办公用品,纸张,"施乐 信纸, 多色",1515.08,7,0.0,727.16
207,CN-2018-2828219,2018-05-22,2018-05-26,标准级,周诚-11275,周诚,公司,集宁,内蒙古,中国,华北,技术-电话-10003187,技术,电话,"诺基亚 充电器, 混合尺寸",8944.74,5,0.4,1043.1399999999985
208,US-2017-4870971,2017-11-29,2017-12-03,标准级,傅晨-11110,傅晨,公司,枝江,湖北,中国,中南,技术-配件-10004773,技术,配件,"贝尔金 闪存驱动器, 回收",890.4,8,0.4,-549.9200000000001
209,US-2017-4870971,2017-11-29,2017-12-03,标准级,傅晨-11110,傅晨,公司,枝江,湖北,中国,中南,技术-电话-10002515,技术,电话,"诺基亚 智能手机, 混合尺寸",1411.2,4,0.4,188.15999999999997
210,US-2016-5033587,2016-03-26,2016-04-02,标准级,彭丽-17650,彭丽雪,小型企业,肃州,甘肃,中国,西北,办公用-用品-10001051,办公用品,用品,"Kleencut 开信刀, 钢",666.7919999999999,9,0.4,-379.00800000000004
211,US-2016-5033587,2016-03-26,2016-04-02,标准级,彭丽-17650,彭丽雪,小型企业,肃州,甘肃,中国,西北,办公用-收纳-10001478,办公用品,收纳具,"Fellowes 锁柜, 工业",2909.34,3,0.0,1396.08
